date,sales,price,customer_segment
2025-01-05,212,17.210336174620764,2
2025-01-06,264,90.53349904544748,2
2025-01-07,270,59.28331385383626,1
2025-01-08,284,83.55679929662443,3
2025-01-09,380,50.70864560664701,4
2025-01-10,195,67.92199256768725,4
2025-01-11,288,57.37623948425019,3
2025-01-12,125,75.84305695797987,4
2025-01-13,58,17.34669838275306,1
2025-01-14,123,15.431687559150742,4
2025-01-15,491,32.23929106091318,2
2025-01-16,450,24.359021210186953,3
2025-01-17,302,88.46052099329815,1
2025-01-18,279,29.72925886222399,3
2025-01-19,56,97.82787302372182,1
2025-01-20,223,40.320621259399616,2
2025-01-21,190,26.390612411982936,3
2025-01-22,217,81.07286564282312,4
2025-01-23,219,69.28369979507886,1
2025-01-24,442,54.837614480782506,3
2025-01-25,483,59.982719584386814,4
2025-01-26,332,74.72816004450374,3
2025-01-27,171,30.560926719816884,3
2025-01-28,243,99.67005244510678,3
2025-01-29,54,97.73138459321048,1
2025-01-30,78,68.52931177122431,4
2025-01-31,214,27.958820583623062,2
2025-02-01,471,71.22054181881622,1
2025-02-02,388,16.497856808125825,1
2025-02-03,185,12.758725198522546,1
2025-02-04,414,33.19145996600923,2
2025-02-05,370,51.636066106538465,4
2025-02-06,391,88.14452548675425,4
2025-02-07,194,75.44521627896772,4
2025-02-08,376,76.84358690799829,3
2025-02-09,266,48.29440010032678,3
2025-02-10,350,41.13414932922666,3
2025-02-11,181,43.393488668614246,2
2025-02-12,341,98.88846073624521,3
2025-02-13,119,13.609827227123423,2
2025-02-14,301,88.03283465102037,4
2025-02-15,464,62.080786771515406,3
2025-02-16,324,49.47538772706314,3
2025-02-17,494,75.27318943736229,1
2025-02-18,413,53.80020472822326,2
2025-02-19,231,88.60809142734945,4
2025-02-20,216,91.06316776101326,1
2025-02-21,140,47.95488341861099,1
2025-02-22,251,34.914501751154646,4
2025-02-23,395,63.3115295734026,1
2025-02-24,68,92.11270110550218,2
2025-02-25,88,28.95959701050999,2
2025-02-26,175,66.06699252071346,3
2025-02-27,222,66.84041980832686,1
2025-02-28,190,75.98017201737528,3
2025-03-01,291,21.841091661453383,1
2025-03-02,269,74.42424682138797,2
2025-03-03,175,91.81292685990769,2
2025-03-04,107,26.171479798321776,2
2025-03-05,197,31.378899243148986,1
2025-03-06,366,97.42555846374756,2
2025-03-07,432,26.28792574385408,1
2025-03-08,410,86.89465840326213,3
2025-03-09,472,54.30500708032313,1
2025-03-10,50,32.25079669628593,3
2025-03-11,436,88.36749111452603,1
2025-03-12,397,50.077472950239894,3
2025-03-13,239,56.333561853672116,2
2025-03-14,240,42.33100324597891,3
2025-03-15,418,63.36557662914347,2
2025-03-16,458,24.717148532652047,2
2025-03-17,361,45.197338298658465,3
2025-03-18,466,97.24710901017588,1
2025-03-19,471,33.23200894310148,1
2025-03-20,166,69.1062998087163,4
2025-03-21,183,39.267105780222536,1
2025-03-22,107,79.61258131179406,4
2025-03-23,93,21.778629464651484,1
2025-03-24,222,97.28389405706902,1
2025-03-25,209,50.841058724527535,2
2025-03-26,222,31.244541701181756,4
2025-03-27,366,16.614707259701138,1
2025-03-28,352,25.27821145787867,4
2025-03-29,198,56.77965537004159,2
2025-03-30,129,40.33028587881577,2
2025-03-31,423,84.59950292943485,4
2025-04-01,262,48.779877129562536,2
2025-04-02,252,32.384284532886696,3
2025-04-03,301,65.5430487943627,3
2025-04-04,278,73.60994951969013,2
2025-04-05,213,25.033771711085485,3
2025-04-06,276,25.08572946594859,1
2025-04-07,196,13.300428424018868,4
2025-04-08,69,76.27618135590765,1
2025-04-09,490,69.74240748596246,4
2025-04-10,451,52.71677881748325,2
2025-04-11,96,85.97534040722775,1
2025-04-12,282,82.51031376550479,2
2025-04-13,354,62.6818927957077,2
2025-04-14,63,88.14441524619328,4
2025-04-15,192,28.52570890330914,4
2025-04-16,464,20.072765745795508,4
2025-04-17,50,34.277465036529065,1
2025-04-18,422,15.137817048038336,3
2025-04-19,103,57.80525752009288,4
2025-04-20,423,94.29451230654654,4
2025-04-21,308,13.540918660165868,1
2025-04-22,193,20.989892260902412,4
2025-04-23,490,50.697912545509176,1
2025-04-24,61,94.04875157751144,2
2025-04-25,379,38.45404944790755,4
2025-04-26,273,55.65113278195532,4
2025-04-27,321,13.741557314535289,2
2025-04-28,407,23.350888086587997,2
2025-04-29,457,98.79671106629623,2
2025-04-30,205,96.86068267924409,4
2025-05-01,422,10.444598284096866,3
2025-05-02,57,95.6630606880915,3
2025-05-03,171,67.52079440339503,3
2025-05-04,397,88.112646506802,4
2025-05-05,213,50.92658700704732,2
2025-05-06,139,56.40364257213252,4
2025-05-07,185,53.99619222312282,2
2025-05-08,235,70.01778317914939,4
2025-05-09,365,22.568612928068163,4
2025-05-10,227,12.697623088541015,2
2025-05-11,77,37.713694743207185,3
2025-05-12,269,73.4212686462982,2
2025-05-13,406,28.166810691065354,1
2025-05-14,90,70.60891899924256,1
2025-05-15,277,97.29208414965434,2
2025-05-16,241,18.451064421047654,4
2025-05-17,460,70.53419064026136,1
2025-05-18,496,49.93751973741141,1
2025-05-19,194,88.13280289397548,4
2025-05-20,250,25.94348105026473,4
2025-05-21,466,72.33633570035481,3
2025-05-22,261,85.43037606832992,4
2025-05-23,269,95.0152797526621,2
2025-05-24,289,71.49232254606812,2
2025-05-25,462,54.74572876075846,3
2025-05-26,446,65.60625161810924,1
2025-05-27,95,88.20144860308464,1
2025-05-28,84,61.35487719749467,4
2025-05-29,302,12.734835372715317,2
2025-05-30,439,93.78538259562801,1
2025-05-31,131,72.0574075928405,3
2025-06-01,420,70.88620471995219,3
2025-06-02,305,29.410763715794545,2
2025-06-03,246,69.29969232093916,3
2025-06-04,352,45.44779650887426,3
2025-06-05,458,68.61096793373429,2
2025-06-06,499,19.593372727719164,4
2025-06-07,59,69.20607741427324,4
2025-06-08,361,99.94723531935999,3
2025-06-09,335,14.339083497450043,4
2025-06-10,291,97.94567657991855,4
2025-06-11,300,46.621716465058356,3
2025-06-12,414,88.36781053035332,4
2025-06-13,54,80.4146935652446,3
2025-06-14,168,61.0314634888001,1
2025-06-15,338,76.46042883261939,2
2025-06-16,423,89.06640051712131,2
2025-06-17,114,46.37262894859297,4
2025-06-18,195,39.43298454069148,4
2025-06-19,273,70.08340470072262,4
2025-06-20,288,82.70613477471328,2
2025-06-21,226,78.60566212989542,1
2025-06-22,316,81.80322839727711,1
2025-06-23,390,49.20249833316397,2
2025-06-24,331,83.60507945575195,1
2025-06-25,112,20.81881498335476,2
2025-06-26,266,59.00401881647646,1
2025-06-27,391,10.518279444830942,3
2025-06-28,364,39.21272469102433,3
2025-06-29,332,42.98153813842581,2
2025-06-30,226,45.655542244832986,1
2025-07-01,466,72.5920486020876,4
2025-07-02,147,44.97022911433112,1
2025-07-03,154,50.38242603602776,3
2025-07-04,148,31.378971778689472,3
2025-07-05,434,43.59266124664061,1
2025-07-06,454,30.454266453683633,1
2025-07-07,360,16.587633139159927,4
2025-07-08,55,64.31037340432401,4
2025-07-09,246,70.13915186995146,1
2025-07-10,400,65.7541311408653,1
2025-07-11,182,51.71446394205151,1
2025-07-12,407,44.18072021613068,1
2025-07-13,308,87.70002846146427,2
2025-07-14,486,56.71736066225962,1
2025-07-15,72,53.126368986675786,4
2025-07-16,102,12.307785922579212,3
2025-07-17,214,40.71230448635407,2
2025-07-18,251,44.21760569072713,1
2025-07-19,132,45.894050280721046,3
2025-07-20,194,62.215513230459905,2
2025-07-21,134,58.02422920541906,3
2025-07-22,127,64.71145835141002,1
2025-07-23,415,78.83949353879154,1
2025-07-24,50,83.16871648444841,4
2025-07-25,100,74.6310768603845,1
2025-07-26,222,95.99713263594413,1
2025-07-27,254,11.640932440872547,2
2025-07-28,309,27.620018711519148,4
2025-07-29,495,10.68065874803279,2
2025-07-30,498,68.27272427391426,3
2025-07-31,418,90.82274940549883,1
2025-08-01,337,31.913406691866935,3
2025-08-02,83,93.4331090316676,2
2025-08-03,397,15.424065126060476,1
2025-08-04,144,94.09924241249628,1
2025-08-05,121,41.6460418515671,2
2025-08-06,88,19.127874560429486,2
2025-08-07,203,53.72845832676931,2
2025-08-08,299,33.109891094845715,2
2025-08-09,211,35.638561176573056,2
2025-08-10,487,37.65609684336579,1
2025-08-11,167,82.27233080493971,2
2025-08-12,308,58.52451490077291,1
2025-08-13,428,38.01769292404033,1
2025-08-14,355,64.93004049798265,2
2025-08-15,317,74.45356068008742,2
2025-08-16,498,34.53616006601804,4
2025-08-17,103,47.21941913728163,1
2025-08-18,285,20.96974840032528,2
2025-08-19,438,26.303441458121227,2
2025-08-20,271,71.30060685684845,2
2025-08-21,300,26.329451292606425,4
2025-08-22,362,57.26470453003542,4
2025-08-23,450,73.81416355501895,3
2025-08-24,161,19.618923078526947,1
2025-08-25,304,61.058099766601316,3
2025-08-26,352,33.09065053312274,2
2025-08-27,456,96.66341877138218,4
2025-08-28,256,53.51910820479323,4
2025-08-29,278,82.53932947976423,3
2025-08-30,390,59.52038879406356,4
2025-08-31,447,13.907127956933724,2
2025-09-01,115,66.98362380346201,4
2025-09-02,124,95.62630079859913,3
2025-09-03,484,64.1450638131698,2
2025-09-04,152,83.72699734841112,3
2025-09-05,471,89.5785817013567,4
2025-09-06,241,30.527179475403923,3
2025-09-07,301,29.0840355917404,3
2025-09-08,275,64.98828899658926,1
2025-09-09,343,46.99256228260342,4
2025-09-10,355,85.58751725800484,4
2025-09-11,147,91.002081105821,3
2025-09-12,387,41.807924137244626,1
2025-09-13,335,31.318350307703387,4
2025-09-14,384,80.24729637194757,2
2025-09-15,396,34.73254319933225,3
2025-09-16,484,84.03528866623105,4
2025-09-17,496,48.13644282838865,2
2025-09-18,357,70.07949093623233,4
2025-09-19,298,18.59817824512014,2
2025-09-20,215,66.14733922089158,3
2025-09-21,384,50.65909108635062,4
2025-09-22,79,62.79476168579267,4
2025-09-23,296,25.12127869703771,1
2025-09-24,155,76.31863704497638,3
2025-09-25,100,87.65173697889057,2
2025-09-26,130,29.506582008169808,4
